residue,residue_binary_msb_first,residue_binary_lsb_first,residue_mod_8
32357,0111111001100101,1010011001111110,5
32365,0111111001101101,1011011001111110,5
32373,0111111001110101,1010111001111110,5
32381,0111111001111101,1011111001111110,5
32389,0111111010000101,1010000101111110,5
32397,0111111010001101,1011000101111110,5
32405,0111111010010101,1010100101111110,5
32413,0111111010011101,1011100101111110,5
32421,0111111010100101,1010010101111110,5
32429,0111111010101101,1011010101111110,5
32437,0111111010110101,1010110101111110,5
32445,0111111010111101,1011110101111110,5
32453,0111111011000101,1010001101111110,5
32461,0111111011001101,1011001101111110,5
32469,0111111011010101,1010101101111110,5
32477,0111111011011101,1011101101111110,5
32485,0111111011100101,1010011101111110,5
32493,0111111011101101,1011011101111110,5
32501,0111111011110101,1010111101111110,5
32517,0111111100000101,1010000011111110,5
32525,0111111100001101,1011000011111110,5
32533,0111111100010101,1010100011111110,5
32541,0111111100011101,1011100011111110,5
32549,0111111100100101,1010010011111110,5
32557,0111111100101101,1011010011111110,5
32565,0111111100110101,1010110011111110,5
32573,0111111100111101,1011110011111110,5
32581,0111111101000101,1010001011111110,5
32589,0111111101001101,1011001011111110,5
32597,0111111101010101,1010101011111110,5
32605,0111111101011101,1011101011111110,5
32613,0111111101100101,1010011011111110,5
32621,0111111101101101,1011011011111110,5
32629,0111111101110101,1010111011111110,5
32637,0111111101111101,1011111011111110,5
32645,0111111110000101,1010000111111110,5
32653,0111111110001101,1011000111111110,5
32661,0111111110010101,1010100111111110,5
32669,0111111110011101,1011100111111110,5
32677,0111111110100101,1010010111111110,5
32693,0111111110110101,1010110111111110,5
32701,0111111110111101,1011110111111110,5
32709,0111111111000101,1010001111111110,5
32717,0111111111001101,1011001111111110,5
32725,0111111111010101,1010101111111110,5
32733,0111111111011101,1011101111111110,5
32741,0111111111100101,1010011111111110,5
32749,0111111111101101,1011011111111110,5
32773,1000000000000101,1010000000000001,5
32781,1000000000001101,1011000000000001,5
32789,1000000000010101,1010100000000001,5
32797,1000000000011101,1011100000000001,5
32805,1000000000100101,1010010000000001,5
32813,1000000000101101,1011010000000001,5
32821,1000000000110101,1010110000000001,5
32829,1000000000111101,1011110000000001,5
32837,1000000001000101,1010001000000001,5
32845,1000000001001101,1011001000000001,5
32853,1000000001010101,1010101000000001,5
32861,1000000001011101,1011101000000001,5
32869,1000000001100101,1010011000000001,5
32885,1000000001110101,1010111000000001,5
32893,1000000001111101,1011111000000001,5
32901,1000000010000101,1010000100000001,5
32909,1000000010001101,1011000100000001,5
32917,1000000010010101,1010100100000001,5
32925,1000000010011101,1011100100000001,5
32933,1000000010100101,1010010100000001,5
32941,1000000010101101,1011010100000001,5
32949,1000000010110101,1010110100000001,5
32965,1000000011000101,1010001100000001,5
32973,1000000011001101,1011001100000001,5
32981,1000000011010101,1010101100000001,5
32989,1000000011011101,1011101100000001,5
32997,1000000011100101,1010011100000001,5
33005,1000000011101101,1011011100000001,5
33013,1000000011110101,1010111100000001,5
33021,1000000011111101,1011111100000001,5
33029,1000000100000101,1010000010000001,5
33037,1000000100001101,1011000010000001,5
33045,1000000100010101,1010100010000001,5
33053,1000000100011101,1011100010000001,5
33061,1000000100100101,1010010010000001,5
33069,1000000100101101,1011010010000001,5
33077,1000000100110101,1010110010000001,5
33085,1000000100111101,1011110010000001,5
33093,1000000101000101,1010001010000001,5
33101,1000000101001101,1011001010000001,5
33109,1000000101010101,1010101010000001,5
33117,1000000101011101,1011101010000001,5
33125,1000000101100101,1010011010000001,5
33141,1000000101110101,1010111010000001,5
33149,1000000101111101,1011111010000001,5
33157,1000000110000101,1010000110000001,5
33165,1000000110001101,1011000110000001,5
33173,1000000110010101,1010100110000001,5
33181,1000000110011101,1011100110000001,5
33189,1000000110100101,1010010110000001,5
33197,1000000110101101,1011010110000001,5
33205,1000000110110101,1010110110000001,5
33221,1000000111000101,1010001110000001,5
33229,1000000111001101,1011001110000001,5
33237,1000000111010101,1010101110000001,5
33245,1000000111011101,1011101110000001,5
33261,1000000111101101,1011011110000001,5
33269,1000000111110101,1010111110000001,5
33277,1000000111111101,1011111110000001,5
33285,1000001000000101,1010000001000001,5
33293,1000001000001101,1011000001000001,5
33301,1000001000010101,1010100001000001,5
33309,1000001000011101,1011100001000001,5
33317,1000001000100101,1010010001000001,5
33325,1000001000101101,1011010001000001,5
33333,1000001000110101,1010110001000001,5
33341,1000001000111101,1011110001000001,5
33349,1000001001000101,1010001001000001,5
33357,1000001001001101,1011001001000001,5
33365,1000001001010101,1010101001000001,5
33373,1000001001011101,1011101001000001,5
33381,1000001001100101,1010011001000001,5
33389,1000001001101101,1011011001000001,5
33397,1000001001110101,1010111001000001,5
33413,1000001010000101,1010000101000001,5
33421,1000001010001101,1011000101000001,5
33429,1000001010010101,1010100101000001,5
33445,1000001010100101,1010010101000001,5
33453,1000001010101101,1011010101000001,5
33461,1000001010110101,1010110101000001,5
33469,1000001010111101,1011110101000001,5
33477,1000001011000101,1010001101000001,5
33485,1000001011001101,1011001101000001,5
33493,1000001011010101,1010101101000001,5
33501,1000001011011101,1011101101000001,5
33509,1000001011100101,1010011101000001,5
33517,1000001011101101,1011011101000001,5
33525,1000001011110101,1010111101000001,5
33533,1000001011111101,1011111101000001,5
33541,1000001100000101,1010000011000001,5
33549,1000001100001101,1011000011000001,5
33557,1000001100010101,1010100011000001,5
33565,1000001100011101,1011100011000001,5
33573,1000001100100101,1010010011000001,5
33581,1000001100101101,1011010011000001,5
33589,1000001100110101,1010110011000001,5
33597,1000001100111101,1011110011000001,5
33605,1000001101000101,1010001011000001,5
33613,1000001101001101,1011001011000001,5
33621,1000001101010101,1010101011000001,5
33629,1000001101011101,1011101011000001,5
33637,1000001101100101,1010011011000001,5
33645,1000001101101101,1011011011000001,5
33653,1000001101110101,1010111011000001,5
33661,1000001101111101,1011111011000001,5
33677,1000001110001101,1011000111000001,5
33685,1000001110010101,1010100111000001,5
33693,1000001110011101,1011100111000001,5
33701,1000001110100101,1010010111000001,5
33709,1000001110101101,1011010111000001,5
33717,1000001110110101,1010110111000001,5
33725,1000001110111101,1011110111000001,5
33733,1000001111000101,1010001111000001,5
33741,1000001111001101,1011001111000001,5
33749,1000001111010101,1010101111000001,5
33757,1000001111011101,1011101111000001,5
33765,1000001111100101,1010011111000001,5
33781,1000001111110101,1010111111000001,5
33789,1000001111111101,1011111111000001,5
33797,1000010000000101,1010000000100001,5
33805,1000010000001101,1011000000100001,5
33813,1000010000010101,1010100000100001,5
33821,1000010000011101,1011100000100001,5
33829,1000010000100101,1010010000100001,5
33837,1000010000101101,1011010000100001,5
33845,1000010000110101,1010110000100001,5
33853,1000010000111101,1011110000100001,5
33861,1000010001000101,1010001000100001,5
33869,1000010001001101,1011001000100001,5
33877,1000010001010101,1010101000100001,5
33885,1000010001011101,1011101000100001,5
33893,1000010001100101,1010011000100001,5
33901,1000010001101101,1011011000100001,5
33909,1000010001110101,1010111000100001,5
33917,1000010001111101,1011111000100001,5
33925,1000010010000101,1010000100100001,5
33933,1000010010001101,1011000100100001,5
33941,1000010010010101,1010100100100001,5
33949,1000010010011101,1011100100100001,5
33957,1000010010100101,1010010100100001,5
33965,1000010010101101,1011010100100001,5
33973,1000010010110101,1010110100100001,5
33981,1000010010111101,1011110100100001,5
33989,1000010011000101,1010001100100001,5
33997,1000010011001101,1011001100100001,5
34005,1000010011010101,1010101100100001,5
34013,1000010011011101,1011101100100001,5
34021,1000010011100101,1010011100100001,5
34029,1000010011101101,1011011100100001,5
34037,1000010011110101,1010111100100001,5
34053,1000010100000101,1010000010100001,5
34061,1000010100001101,1011000010100001,5
34069,1000010100010101,1010100010100001,5
34077,1000010100011101,1011100010100001,5
34085,1000010100100101,1010010010100001,5
34093,1000010100101101,1011010010100001,5
34101,1000010100110101,1010110010100001,5
34109,1000010100111101,1011110010100001,5
34117,1000010101000101,1010001010100001,5
34125,1000010101001101,1011001010100001,5
34133,1000010101010101,1010101010100001,5
34141,1000010101011101,1011101010100001,5
34149,1000010101100101,1010011010100001,5
34157,1000010101101101,1011011010100001,5
34165,1000010101110101,1010111010100001,5
34173,1000010101111101,1011111010100001,5
34181,1000010110000101,1010000110100001,5
34189,1000010110001101,1011000110100001,5
34197,1000010110010101,1010100110100001,5
34205,1000010110011101,1011100110100001,5
34213,1000010110100101,1010010110100001,5
34221,1000010110101101,1011010110100001,5
34229,1000010110110101,1010110110100001,5
34237,1000010110111101,1011110110100001,5
34245,1000010111000101,1010001110100001,5
34253,1000010111001101,1011001110100001,5
34261,1000010111010101,1010101110100001,5
34269,1000010111011101,1011101110100001,5
34277,1000010111100101,1010011110100001,5
34285,1000010111101101,1011011110100001,5
34293,1000010111110101,1010111110100001,5
34301,1000010111111101,1011111110100001,5
34309,1000011000000101,1010000001100001,5
34317,1000011000001101,1011000001100001,5
34325,1000011000010101,1010100001100001,5
34333,1000011000011101,1011100001100001,5
34341,1000011000100101,1010010001100001,5
34349,1000011000101101,1011010001100001,5
34357,1000011000110101,1010110001100001,5
34365,1000011000111101,1011110001100001,5
34373,1000011001000101,1010001001100001,5
34381,1000011001001101,1011001001100001,5
34389,1000011001010101,1010101001100001,5
34397,1000011001011101,1011101001100001,5
34405,1000011001100101,1010011001100001,5
34413,1000011001101101,1011011001100001,5
34421,1000011001110101,1010111001100001,5
34429,1000011001111101,1011111001100001,5
34437,1000011010000101,1010000101100001,5
34445,1000011010001101,1011000101100001,5
34453,1000011010010101,1010100101100001,5
34461,1000011010011101,1011100101100001,5
34469,1000011010100101,1010010101100001,5
34477,1000011010101101,1011010101100001,5
34485,1000011010110101,1010110101100001,5
34493,1000011010111101,1011110101100001,5
34501,1000011011000101,1010001101100001,5
34509,1000011011001101,1011001101100001,5
34517,1000011011010101,1010101101100001,5
34525,1000011011011101,1011101101100001,5
34533,1000011011100101,1010011101100001,5
34541,1000011011101101,1011011101100001,5
34549,1000011011110101,1010111101100001,5
34565,1000011100000101,1010000011100001,5
34573,1000011100001101,1011000011100001,5
34581,1000011100010101,1010100011100001,5
34589,1000011100011101,1011100011100001,5
34597,1000011100100101,1010010011100001,5
34605,1000011100101101,1011010011100001,5
34613,1000011100110101,1010110011100001,5
34621,1000011100111101,1011110011100001,5
34629,1000011101000101,1010001011100001,5
34637,1000011101001101,1011001011100001,5
34645,1000011101010101,1010101011100001,5
34653,1000011101011101,1011101011100001,5
34661,1000011101100101,1010011011100001,5
34669,1000011101101101,1011011011100001,5
34677,1000011101110101,1010111011100001,5
34685,1000011101111101,1011111011100001,5
34693,1000011110000101,1010000111100001,5
34701,1000011110001101,1011000111100001,5
34709,1000011110010101,1010100111100001,5
34717,1000011110011101,1011100111100001,5
34725,1000011110100101,1010010111100001,5
34741,1000011110110101,1010110111100001,5
34749,1000011110111101,1011110111100001,5
34757,1000011111000101,1010001111100001,5
34765,1000011111001101,1011001111100001,5
34773,1000011111010101,1010101111100001,5
34789,1000011111100101,1010011111100001,5
34797,1000011111101101,1011011111100001,5
34805,1000011111110101,1010111111100001,5
34821,1000100000000101,1010000000010001,5
34829,1000100000001101,1011000000010001,5
34837,1000100000010101,1010100000010001,5
34845,1000100000011101,1011100000010001,5
34853,1000100000100101,1010010000010001,5
34861,1000100000101101,1011010000010001,5
34869,1000100000110101,1010110000010001,5
34877,1000100000111101,1011110000010001,5
34885,1000100001000101,1010001000010001,5
34893,1000100001001101,1011001000010001,5
34901,1000100001010101,1010101000010001,5
34909,1000100001011101,1011101000010001,5
34917,1000100001100101,1010011000010001,5
34925,1000100001101101,1011011000010001,5
34933,1000100001110101,1010111000010001,5
34941,1000100001111101,1011111000010001,5
34949,1000100010000101,1010000100010001,5
34957,1000100010001101,1011000100010001,5
34965,1000100010010101,1010100100010001,5
34973,1000100010011101,1011100100010001,5
34981,1000100010100101,1010010100010001,5
34989,1000100010101101,1011010100010001,5
34997,1000100010110101,1010110100010001,5
35013,1000100011000101,1010001100010001,5
35021,1000100011001101,1011001100010001,5
35029,1000100011010101,1010101100010001,5
35037,1000100011011101,1011101100010001,5
35045,1000100011100101,1010011100010001,5
35053,1000100011101101,1011011100010001,5
35061,1000100011110101,1010111100010001,5
35069,1000100011111101,1011111100010001,5
35077,1000100100000101,1010000010010001,5
35085,1000100100001101,1011000010010001,5
35093,1000100100010101,1010100010010001,5
35101,1000100100011101,1011100010010001,5
35109,1000100100100101,1010010010010001,5
35117,1000100100101101,1011010010010001,5
35125,1000100100110101,1010110010010001,5
35133,1000100100111101,1011110010010001,5
35141,1000100101000101,1010001010010001,5
35149,1000100101001101,1011001010010001,5
35157,1000100101010101,1010101010010001,5
35165,1000100101011101,1011101010010001,5
35173,1000100101100101,1010011010010001,5
35181,1000100101101101,1011011010010001,5
35189,1000100101110101,1010111010010001,5
35197,1000100101111101,1011111010010001,5
35205,1000100110000101,1010000110010001,5
35213,1000100110001101,1011000110010001,5
35221,1000100110010101,1010100110010001,5
35229,1000100110011101,1011100110010001,5
35237,1000100110100101,1010010110010001,5
35245,1000100110101101,1011010110010001,5
35253,1000100110110101,1010110110010001,5
35261,1000100110111101,1011110110010001,5
35269,1000100111000101,1010001110010001,5
35277,1000100111001101,1011001110010001,5
35285,1000100111010101,1010101110010001,5
35293,1000100111011101,1011101110010001,5
35301,1000100111100101,1010011110010001,5
35309,1000100111101101,1011011110010001,5
35333,1000101000000101,1010000001010001,5
35341,1000101000001101,1011000001010001,5
35349,1000101000010101,1010100001010001,5
35357,1000101000011101,1011100001010001,5
35365,1000101000100101,1010010001010001,5
35373,1000101000101101,1011010001010001,5
35381,1000101000110101,1010110001010001,5
35389,1000101000111101,1011110001010001,5
35397,1000101001000101,1010001001010001,5
35405,1000101001001101,1011001001010001,5
35413,1000101001010101,1010101001010001,5
35421,1000101001011101,1011101001010001,5
35429,1000101001100101,1010011001010001,5
35437,1000101001101101,1011011001010001,5
35445,1000101001110101,1010111001010001,5
35453,1000101001111101,1011111001010001,5
35461,1000101010000101,1010000101010001,5
35469,1000101010001101,1011000101010001,5
35477,1000101010010101,1010100101010001,5
35485,1000101010011101,1011100101010001,5
35501,1000101010101101,1011010101010001,5
35509,1000101010110101,1010110101010001,5
35517,1000101010111101,1011110101010001,5
35525,1000101011000101,1010001101010001,5
35533,1000101011001101,1011001101010001,5
35541,1000101011010101,1010101101010001,5
35549,1000101011011101,1011101101010001,5
35557,1000101011100101,1010011101010001,5
35565,1000101011101101,1011011101010001,5
35573,1000101011110101,1010111101010001,5
35589,1000101100000101,1010000011010001,5
35597,1000101100001101,1011000011010001,5
35605,1000101100010101,1010100011010001,5
35613,1000101100011101,1011100011010001,5
35621,1000101100100101,1010010011010001,5
35629,1000101100101101,1011010011010001,5
35637,1000101100110101,1010110011010001,5
35645,1000101100111101,1011110011010001,5
35653,1000101101000101,1010001011010001,5
35661,1000101101001101,1011001011010001,5
35669,1000101101010101,1010101011010001,5
35677,1000101101011101,1011101011010001,5
35685,1000101101100101,1010011011010001,5
35693,1000101101101101,1011011011010001,5
35701,1000101101110101,1010111011010001,5
35709,1000101101111101,1011111011010001,5
35717,1000101110000101,1010000111010001,5
35725,1000101110001101,1011000111010001,5
35733,1000101110010101,1010100111010001,5
35749,1000101110100101,1010010111010001,5
35757,1000101110101101,1011010111010001,5
35765,1000101110110101,1010110111010001,5
35781,1000101111000101,1010001111010001,5
35789,1000101111001101,1011001111010001,5
35797,1000101111010101,1010101111010001,5
35805,1000101111011101,1011101111010001,5
35813,1000101111100101,1010011111010001,5
35821,1000101111101101,1011011111010001,5
35829,1000101111110101,1010111111010001,5
35845,1000110000000101,1010000000110001,5
35853,1000110000001101,1011000000110001,5
35861,1000110000010101,1010100000110001,5
35869,1000110000011101,1011100000110001,5
35877,1000110000100101,1010010000110001,5
35885,1000110000101101,1011010000110001,5
35893,1000110000110101,1010110000110001,5
35901,1000110000111101,1011110000110001,5
35909,1000110001000101,1010001000110001,5
35917,1000110001001101,1011001000110001,5
35925,1000110001010101,1010101000110001,5
35933,1000110001011101,1011101000110001,5
35941,1000110001100101,1010011000110001,5
35949,1000110001101101,1011011000110001,5
35957,1000110001110101,1010111000110001,5
35965,1000110001111101,1011111000110001,5
35973,1000110010000101,1010000100110001,5
35981,1000110010001101,1011000100110001,5
35989,1000110010010101,1010100100110001,5
35997,1000110010011101,1011100100110001,5
36005,1000110010100101,1010010100110001,5
36013,1000110010101101,1011010100110001,5
36021,1000110010110101,1010110100110001,5
36029,1000110010111101,1011110100110001,5
36037,1000110011000101,1010001100110001,5
36045,1000110011001101,1011001100110001,5
36053,1000110011010101,1010101100110001,5
36061,1000110011011101,1011101100110001,5
36069,1000110011100101,1010011100110001,5
36077,1000110011101101,1011011100110001,5
36085,1000110011110101,1010111100110001,5
36093,1000110011111101,1011111100110001,5
36101,1000110100000101,1010000010110001,5
36109,1000110100001101,1011000010110001,5
36117,1000110100010101,1010100010110001,5
36125,1000110100011101,1011100010110001,5
36133,1000110100100101,1010010010110001,5
36141,1000110100101101,1011010010110001,5
36149,1000110100110101,1010110010110001,5
36157,1000110100111101,1011110010110001,5
36165,1000110101000101,1010001010110001,5
36173,1000110101001101,1011001010110001,5
36181,1000110101010101,1010101010110001,5
36189,1000110101011101,1011101010110001,5
36197,1000110101100101,1010011010110001,5
36205,1000110101101101,1011011010110001,5
36213,1000110101110101,1010111010110001,5
36221,1000110101111101,1011111010110001,5
36229,1000110110000101,1010000110110001,5
36237,1000110110001101,1011000110110001,5
36245,1000110110010101,1010100110110001,5
36261,1000110110100101,1010010110110001,5
36269,1000110110101101,1011010110110001,5
36277,1000110110110101,1010110110110001,5
36285,1000110110111101,1011110110110001,5
36293,1000110111000101,1010001110110001,5
36301,1000110111001101,1011001110110001,5
36309,1000110111010101,1010101110110001,5
36317,1000110111011101,1011101110110001,5
36325,1000110111100101,1010011110110001,5
36333,1000110111101101,1011011110110001,5
36341,1000110111110101,1010111110110001,5
36349,1000110111111101,1011111110110001,5
36357,1000111000000101,1010000001110001,5
36365,1000111000001101,1011000001110001,5
36373,1000111000010101,1010100001110001,5
36381,1000111000011101,1011100001110001,5
36389,1000111000100101,1010010001110001,5
36405,1000111000110101,1010110001110001,5
36413,1000111000111101,1011110001110001,5
36421,1000111001000101,1010001001110001,5
36429,1000111001001101,1011001001110001,5
36437,1000111001010101,1010101001110001,5
36445,1000111001011101,1011101001110001,5
36453,1000111001100101,1010011001110001,5
36461,1000111001101101,1011011001110001,5
36469,1000111001110101,1010111001110001,5
36477,1000111001111101,1011111001110001,5
36485,1000111010000101,1010000101110001,5
36493,1000111010001101,1011000101110001,5
36501,1000111010010101,1010100101110001,5
36509,1000111010011101,1011100101110001,5
36517,1000111010100101,1010010101110001,5
36525,1000111010101101,1011010101110001,5
36533,1000111010110101,1010110101110001,5
36541,1000111010111101,1011110101110001,5
36549,1000111011000101,1010001101110001,5
36557,1000111011001101,1011001101110001,5
36565,1000111011010101,1010101101110001,5
36573,1000111011011101,1011101101110001,5
36581,1000111011100101,1010011101110001,5
36589,1000111011101101,1011011101110001,5
36597,1000111011110101,1010111101110001,5
36613,1000111100000101,1010000011110001,5
36621,1000111100001101,1011000011110001,5
36629,1000111100010101,1010100011110001,5
36637,1000111100011101,1011100011110001,5
36645,1000111100100101,1010010011110001,5
36653,1000111100101101,1011010011110001,5
36661,1000111100110101,1010110011110001,5
36669,1000111100111101,1011110011110001,5
36677,1000111101000101,1010001011110001,5
36685,1000111101001101,1011001011110001,5
36693,1000111101010101,1010101011110001,5
36701,1000111101011101,1011101011110001,5
36709,1000111101100101,1010011011110001,5
36717,1000111101101101,1011011011110001,5
36725,1000111101110101,1010111011110001,5
36741,1000111110000101,1010000111110001,5
36749,1000111110001101,1011000111110001,5
36757,1000111110010101,1010100111110001,5
36765,1000111110011101,1011100111110001,5
36773,1000111110100101,1010010111110001,5
36781,1000111110101101,1011010111110001,5
36789,1000111110110101,1010110111110001,5
36797,1000111110111101,1011110111110001,5
36805,1000111111000101,1010001111110001,5
36813,1000111111001101,1011001111110001,5
36821,1000111111010101,1010101111110001,5
36829,1000111111011101,1011101111110001,5
36837,1000111111100101,1010011111110001,5
36845,1000111111101101,1011011111110001,5
36853,1000111111110101,1010111111110001,5
36861,1000111111111101,1011111111110001,5
36869,1001000000000101,1010000000001001,5
36877,1001000000001101,1011000000001001,5
36885,1001000000010101,1010100000001001,5
36893,1001000000011101,1011100000001001,5
36901,1001000000100101,1010010000001001,5
36909,1001000000101101,1011010000001001,5
36917,1001000000110101,1010110000001001,5
36925,1001000000111101,1011110000001001,5
36933,1001000001000101,1010001000001001,5
36941,1001000001001101,1011001000001001,5
36949,1001000001010101,1010101000001001,5
36957,1001000001011101,1011101000001001,5
36965,1001000001100101,1010011000001001,5
36981,1001000001110101,1010111000001001,5
36997,1001000010000101,1010000100001001,5
37005,1001000010001101,1011000100001001,5
37013,1001000010010101,1010100100001001,5
37021,1001000010011101,1011100100001001,5
37029,1001000010100101,1010010100001001,5
37037,1001000010101101,1011010100001001,5
37045,1001000010110101,1010110100001001,5
37053,1001000010111101,1011110100001001,5
37061,1001000011000101,1010001100001001,5
37069,1001000011001101,1011001100001001,5
37077,1001000011010101,1010101100001001,5
37085,1001000011011101,1011101100001001,5
37093,1001000011100101,1010011100001001,5
37101,1001000011101101,1011011100001001,5
37109,1001000011110101,1010111100001001,5
37117,1001000011111101,1011111100001001,5
37125,1001000100000101,1010000010001001,5
37133,1001000100001101,1011000010001001,5
37141,1001000100010101,1010100010001001,5
37149,1001000100011101,1011100010001001,5
37157,1001000100100101,1010010010001001,5
37165,1001000100101101,1011010010001001,5
37173,1001000100110101,1010110010001001,5
37181,1001000100111101,1011110010001001,5
37189,1001000101000101,1010001010001001,5
37197,1001000101001101,1011001010001001,5
37205,1001000101010101,1010101010001001,5
37213,1001000101011101,1011101010001001,5
37221,1001000101100101,1010011010001001,5
37229,1001000101101101,1011011010001001,5
37237,1001000101110101,1010111010001001,5
37245,1001000101111101,1011111010001001,5
37253,1001000110000101,1010000110001001,5
37261,1001000110001101,1011000110001001,5
37269,1001000110010101,1010100110001001,5
37277,1001000110011101,1011100110001001,5
37285,1001000110100101,1010010110001001,5
37293,1001000110101101,1011010110001001,5
37301,1001000110110101,1010110110001001,5
37309,1001000110111101,1011110110001001,5
37317,1001000111000101,1010001110001001,5
37325,1001000111001101,1011001110001001,5
37333,1001000111010101,1010101110001001,5
37341,1001000111011101,1011101110001001,5
37349,1001000111100101,1010011110001001,5
37357,1001000111101101,1011011110001001,5
37365,1001000111110101,1010111110001001,5
37373,1001000111111101,1011111110001001,5
37381,1001001000000101,1010000001001001,5
37389,1001001000001101,1011000001001001,5
37397,1001001000010101,1010100001001001,5
37405,1001001000011101,1011100001001001,5
37413,1001001000100101,1010010001001001,5
37421,1001001000101101,1011010001001001,5
37429,1001001000110101,1010110001001001,5
37437,1001001000111101,1011110001001001,5
37445,1001001001000101,1010001001001001,5
37453,1001001001001101,1011001001001001,5
37461,1001001001010101,1010101001001001,5
37469,1001001001011101,1011101001001001,5
37477,1001001001100101,1010011001001001,5
37485,1001001001101101,1011011001001001,5
37493,1001001001110101,1010111001001001,5
37501,1001001001111101,1011111001001001,5
37509,1001001010000101,1010000101001001,5
37517,1001001010001101,1011000101001001,5
37525,1001001010010101,1010100101001001,5
37533,1001001010011101,1011100101001001,5
37549,1001001010101101,1011010101001001,5
37557,1001001010110101,1010110101001001,5
37565,1001001010111101,1011110101001001,5
37573,1001001011000101,1010001101001001,5
37581,1001001011001101,1011001101001001,5
37589,1001001011010101,1010101101001001,5
37597,1001001011011101,1011101101001001,5
37605,1001001011100101,1010011101001001,5
37613,1001001011101101,1011011101001001,5
37621,1001001011110101,1010111101001001,5
37629,1001001011111101,1011111101001001,5
37637,1001001100000101,1010000011001001,5
37645,1001001100001101,1011000011001001,5
37653,1001001100010101,1010100011001001,5
37661,1001001100011101,1011100011001001,5
37669,1001001100100101,1010010011001001,5
37677,1001001100101101,1011010011001001,5
37685,1001001100110101,1010110011001001,5
37693,1001001100111101,1011110011001001,5
37701,1001001101000101,1010001011001001,5
37709,1001001101001101,1011001011001001,5
37717,1001001101010101,1010101011001001,5
37725,1001001101011101,1011101011001001,5
37733,1001001101100101,1010011011001001,5
37741,1001001101101101,1011011011001001,5
37749,1001001101110101,1010111011001001,5
37757,1001001101111101,1011111011001001,5
37765,1001001110000101,1010000111001001,5
37773,1001001110001101,1011000111001001,5
37781,1001001110010101,1010100111001001,5
37789,1001001110011101,1011100111001001,5
37797,1001001110100101,1010010111001001,5
37805,1001001110101101,1011010111001001,5
37813,1001001110110101,1010110111001001,5
37829,1001001111000101,1010001111001001,5
37837,1001001111001101,1011001111001001,5
37845,1001001111010101,1010101111001001,5
37853,1001001111011101,1011101111001001,5
37861,1001001111100101,1010011111001001,5
37869,1001001111101101,1011011111001001,5
37877,1001001111110101,1010111111001001,5
37885,1001001111111101,1011111111001001,5
37893,1001010000000101,1010000000101001,5
37901,1001010000001101,1011000000101001,5
37909,1001010000010101,1010100000101001,5
37917,1001010000011101,1011100000101001,5
37925,1001010000100101,1010010000101001,5
37933,1001010000101101,1011010000101001,5
37941,1001010000110101,1010110000101001,5
37949,1001010000111101,1011110000101001,5
37957,1001010001000101,1010001000101001,5
37965,1001010001001101,1011001000101001,5
37973,1001010001010101,1010101000101001,5
37981,1001010001011101,1011101000101001,5
37989,1001010001100101,1010011000101001,5
38005,1001010001110101,1010111000101001,5
38013,1001010001111101,1011111000101001,5
38021,1001010010000101,1010000100101001,5
38029,1001010010001101,1011000100101001,5
38037,1001010010010101,1010100100101001,5
38045,1001010010011101,1011100100101001,5
38053,1001010010100101,1010010100101001,5
38061,1001010010101101,1011010100101001,5
38069,1001010010110101,1010110100101001,5
38077,1001010010111101,1011110100101001,5
38085,1001010011000101,1010001100101001,5
38093,1001010011001101,1011001100101001,5
38101,1001010011010101,1010101100101001,5
38117,1001010011100101,1010011100101001,5
38125,1001010011101101,1011011100101001,5
38133,1001010011110101,1010111100101001,5
38141,1001010011111101,1011111100101001,5
38149,1001010100000101,1010000010101001,5
38157,1001010100001101,1011000010101001,5
38165,1001010100010101,1010100010101001,5
38173,1001010100011101,1011100010101001,5
38181,1001010100100101,1010010010101001,5
38189,1001010100101101,1011010010101001,5
38197,1001010100110101,1010110010101001,5
38205,1001010100111101,1011110010101001,5
38213,1001010101000101,1010001010101001,5
38221,1001010101001101,1011001010101001,5
38229,1001010101010101,1010101010101001,5
38237,1001010101011101,1011101010101001,5
38245,1001010101100101,1010011010101001,5
38253,1001010101101101,1011011010101001,5
38261,1001010101110101,1010111010101001,5
38269,1001010101111101,1011111010101001,5
38277,1001010110000101,1010000110101001,5
38285,1001010110001101,1011000110101001,5
38293,1001010110010101,1010100110101001,5
38301,1001010110011101,1011100110101001,5
38309,1001010110100101,1010010110101001,5
38317,1001010110101101,1011010110101001,5
38325,1001010110110101,1010110110101001,5
38333,1001010110111101,1011110110101001,5
38341,1001010111000101,1010001110101001,5
38349,1001010111001101,1011001110101001,5
38357,1001010111010101,1010101110101001,5
38365,1001010111011101,1011101110101001,5
38373,1001010111100101,1010011110101001,5
38381,1001010111101101,1011011110101001,5
38389,1001010111110101,1010111110101001,5
38397,1001010111111101,1011111110101001,5
38405,1001011000000101,1010000001101001,5
38413,1001011000001101,1011000001101001,5
38421,1001011000010101,1010100001101001,5
38429,1001011000011101,1011100001101001,5
38437,1001011000100101,1010010001101001,5
38445,1001011000101101,1011010001101001,5
38453,1001011000110101,1010110001101001,5
38461,1001011000111101,1011110001101001,5
38469,1001011001000101,1010001001101001,5
38477,1001011001001101,1011001001101001,5
38485,1001011001010101,1010101001101001,5
38493,1001011001011101,1011101001101001,5
38501,1001011001100101,1010011001101001,5
38509,1001011001101101,1011011001101001,5
38517,1001011001110101,1010111001101001,5
