residue,count,avg_total_steps,avg_stopping_time,max_total_steps,argmax_total_steps,max_stopping_time,argmax_stopping_time,max_value,argmax_max_value
92,1953,114.32002,1.0,320,973916,1,92,18976192,973916
93,1953,114.32002,3.0,320,973917,3,93,18976192,973917
94,1953,149.938556,1.0,386,432734,1,94,2798323360,933982
95,1953,149.938556,13.0,386,432735,13,95,2798323360,933983
96,1953,101.650794,1.0,265,592480,1,96,8153620,391776
97,1953,138.297491,3.0,381,506977,3,97,2482111348,477793
98,1953,125.598054,1.0,330,797794,1,98,106358020,797794
99,1953,125.598054,6.0,330,797795,6,99,106358020,797795
100,1953,125.598054,1.0,330,797796,1,100,106358020,797796
101,1953,125.598054,3.0,330,797797,3,101,106358020,797797
102,1953,125.598054,1.0,330,797798,1,102,106358020,797798
103,1953,161.483359,34.312852,381,506983,171,579687,23996686912,780391
104,1953,101.650794,1.0,265,592488,1,104,8153620,391784
105,1953,148.576549,3.0,446,615017,3,105,24648077896,769641
106,1953,101.650794,1.0,265,592490,1,106,8153620,391786
107,1953,150.3149,8.0,433,583787,8,107,2482111348,775787
108,1953,147.225294,1.0,371,641644,1,108,1570824736,466028
109,1953,147.225294,3.0,371,641645,3,109,1570824736,466029
110,1953,147.225294,1.0,371,641646,1,110,1570824736,466030
111,1953,162.672811,34.368152,503,704623,282,704623,7222283188,704623
112,1953,124.513569,1.0,327,570480,1,112,121012864,510576
113,1953,101.650794,3.0,265,592497,3,113,8153620,391793
114,1953,138.583717,1.0,358,562802,1,114,849026824,895602
115,1953,138.583717,6.0,358,562803,6,115,849026824,895603
116,1953,124.513569,1.0,327,570484,1,116,121012864,510580
117,1953,124.513569,3.0,327,570485,3,117,121012864,510581
118,1953,124.735279,1.0,330,776310,1,118,2798323360,874614
119,1953,124.735279,8.0,330,776311,8,119,2798323360,874615
120,1953,124.513569,1.0,327,570488,1,120,121012864,510584
121,1953,150.74552,3.0,387,865401,3,121,899552464,499833
122,1953,124.513569,1.0,327,570490,1,122,121012864,510586
123,1953,137.109063,13.0,351,166011,13,123,2798323360,874619
124,1953,149.414235,1.0,361,759420,1,124,2482111348,645756
125,1953,149.414235,3.0,361,759421,3,125,2482111348,645757
126,1953,149.414235,1.0,361,759422,1,126,2482111348,645758
127,1953,174.738351,46.279058,441,665215,269,601727,52483285312,665215
128,1953,89.36764,1.0,227,996480,1,128,8153620,783488
129,1953,152.211982,3.0,415,640641,3,129,24648077896,640641
130,1953,113.215054,1.0,282,278658,1,130,27114424,325762
131,1953,113.215054,6.0,282,278659,6,131,27114424,325763
132,1953,126.059908,1.0,338,912004,1,132,197540368,791172
133,1953,126.059908,3.0,338,912005,3,133,197540368,791173
134,1953,126.059908,1.0,338,912006,1,134,197540368,791174
135,1953,136.930364,11.0,382,982663,11,135,1570824736,327303
136,1953,113.000512,1.0,278,641672,1,136,50143264,891528
137,1953,160.505888,3.0,384,675977,3,137,2482111348,151177
138,1953,113.000512,1.0,278,641674,1,138,50143264,891530
139,1953,138.52637,8.0,353,685195,8,139,593279152,685195
140,1953,113.000512,1.0,278,641676,1,140,50143264,891532
141,1953,113.000512,3.0,278,641677,3,141,50143264,891533
142,1953,152.114695,1.0,436,778382,1,142,2030295616,834702
143,1953,152.114695,11.0,436,778383,11,143,2030295616,834703
144,1953,124.428571,1.0,320,962704,1,144,106358020,567952
145,1953,137.140809,3.0,379,760465,3,145,593279152,760465
146,1953,137.140809,1.0,379,760466,1,146,593279152,760466
147,1953,137.140809,6.0,379,760467,6,147,593279152,760467
148,1953,124.428571,1.0,320,962708,1,148,106358020,567956
149,1953,124.428571,3.0,320,962709,3,149,106358020,567957
150,1953,113.000512,1.0,278,641686,1,150,50143264,891542
151,1953,113.000512,8.0,278,641687,8,151,50143264,891543
152,1953,124.428571,1.0,320,962712,1,152,106358020,567960
153,1953,137.353815,3.0,356,885401,3,153,593279152,293017
154,1953,124.428571,1.0,320,962714,1,154,106358020,567962
155,1953,161.209421,34.250896,508,626331,287,626331,7222283188,626331
156,1953,137.244752,1.0,358,586396,1,156,593279152,625820
157,1953,137.244752,3.0,358,586397,3,157,593279152,625821
158,1953,137.244752,1.0,358,586398,1,158,593279152,625822
159,1953,172.897593,45.977983,444,938143,181,927391,17202377752,538271
160,1953,89.369176,1.0,227,996512,1,160,8153620,783520
161,1953,149.053763,3.0,431,875681,3,161,593279152,625825
162,1953,138.59959,1.0,345,560290,1,162,593279152,650402
163,1953,138.59959,6.0,345,560291,6,163,593279152,650403
164,1953,150.6298,1.0,356,885412,1,164,17202377752,850596
165,1953,150.6298,3.0,356,885413,3,165,17202377752,850597
166,1953,150.6298,1.0,356,885414,1,166,17202377752,850598
167,1953,161.906298,34.831541,524,837799,215,756903,7597578112,975015
168,1953,89.369176,1.0,227,996520,1,168,8153620,783528
169,1953,174.709677,3.0,444,886953,3,169,52483285312,886953
170,1953,89.369176,1.0,227,996522,1,170,8153620,783530
171,1953,137.992832,8.0,392,749227,8,171,720170836,600235
172,1953,126.807476,1.0,343,779948,1,172,106358020,472748
173,1953,126.807476,3.0,343,779949,3,173,106358020,472749
174,1953,126.807476,1.0,343,779950,1,174,106358020,472750
175,1953,151.387609,13.0,418,854191,13,175,24648077896,854191
176,1953,113.924731,1.0,325,855728,1,176,41163712,855728
177,1953,125.395289,3.0,325,844977,3,177,1570824736,736433
178,1953,125.395289,1.0,325,844978,1,178,1570824736,736434
179,1953,125.395289,6.0,325,844979,6,179,1570824736,736435
180,1953,113.924731,1.0,325,855732,1,180,41163712,855732
181,1953,113.924731,3.0,325,855733,3,181,41163712,855733
182,1953,149.876088,1.0,441,691894,1,182,2482111348,340150
183,1953,149.876088,8.0,441,691895,8,183,2482111348,340151
184,1953,113.924731,1.0,325,855736,1,184,41163712,855736
185,1953,138.563748,3.0,356,913593,3,185,1570824736,736441
186,1953,113.924731,1.0,325,855738,1,186,41163712,855738
187,1953,151.250896,11.0,356,885435,11,187,17202377752,378043
188,1953,138.594982,1.0,387,865468,1,188,593279152,243900
189,1953,138.594982,3.0,387,865469,3,189,593279152,243901
190,1953,138.594982,1.0,387,865470,1,190,593279152,243902
191,1953,163.24936,34.765489,381,488127,189,991935,6973568800,736447
192,1953,101.202765,1.0,273,702144,1,192,8153620,661184
193,1953,124.885305,3.0,337,450753,3,193,2482111348,955585
194,1953,137.552995,1.0,374,829122,1,194,2482111348,403138
195,1953,137.552995,6.0,374,829123,6,195,2482111348,403139
196,1953,113.857655,1.0,294,901316,1,196,50143264,939204
197,1953,113.857655,3.0,294,901317,3,197,50143264,939205
198,1953,113.857655,1.0,294,901318,1,198,50143264,939206
199,1953,138.094726,13.0,346,192711,13,199,2482111348,955591
200,1953,113.857655,1.0,294,901320,1,200,50143264,939208
201,1953,126.926267,3.0,325,855753,3,201,521790496,619209
202,1953,113.857655,1.0,294,901322,1,202,50143264,939210
203,1953,137.268817,8.0,366,694987,8,203,521790496,619211
204,1953,113.857655,1.0,294,901324,1,204,50143264,939212
205,1953,113.857655,3.0,294,901325,3,205,50143264,939213
206,1953,160.097798,1.0,389,577230,1,206,24648077896,577230
207,1953,160.097798,34.341014,389,577231,264,724687,24648077896,577231
208,1953,101.202765,1.0,273,702160,1,208,8153620,661200
209,1953,136.741935,3.0,355,410833,3,209,334807828,715985
210,1953,136.741935,1.0,355,410834,1,210,334807828,715986
211,1953,136.741935,6.0,355,410835,6,211,334807828,715987
212,1953,101.202765,1.0,273,702164,1,212,8153620,661204
213,1953,101.202765,3.0,273,702165,3,213,8153620,661205
214,1953,137.93702,1.0,355,422102,1,214,593279152,520918
215,1953,137.93702,8.0,355,422103,8,215,593279152,520919
216,1953,136.077317,1.0,351,924376,1,216,1570824736,932056
217,1953,124.569892,3.0,332,507097,3,217,121012864,453849
218,1953,136.077317,1.0,351,924378,1,218,1570824736,932058
219,1953,148.496672,13.0,361,758491,13,219,2798323360,777435
220,1953,136.077317,1.0,351,924380,1,220,1570824736,932060
221,1953,136.077317,3.0,351,924381,3,221,1570824736,932061
222,1953,149.737327,1.0,389,555230,1,222,2798323360,777438
223,1953,149.737327,22.362007,389,555231,166,614623,2798323360,777439
224,1953,111.406042,1.0,281,847072,1,224,11003416,847072
225,1953,162.639529,3.0,412,480481,3,225,24648077896,480481
226,1953,101.202765,1.0,273,702178,1,226,8153620,661218
227,1953,101.202765,6.0,273,702179,6,227,8153620,661219
228,1953,125.831541,1.0,351,996068,1,228,593279152,439524
229,1953,125.831541,3.0,351,996069,3,229,593279152,439525
230,1953,125.831541,1.0,351,996070,1,230,593279152,439526
231,1953,161.076805,34.18638,442,230631,210,653031,2482111348,113383
232,1953,111.406042,1.0,281,847080,1,232,11003416,847080
233,1953,150.625192,3.0,388,288489,3,233,1111741360,549097
234,1953,111.406042,1.0,281,847082,1,234,11003416,847082
235,1953,150.16129,8.0,376,532715,8,235,23996686912,924907
236,1953,124.283154,1.0,351,996076,1,236,593279152,938732
237,1953,124.283154,3.0,351,996077,3,237,593279152,938733
238,1953,124.283154,1.0,351,996078,1,238,593279152,938734
239,1953,173.732207,46.221198,431,919791,285,667375,5697379672,833775
240,1953,123.966718,1.0,343,840432,1,240,593279152,975600
241,1953,111.406042,3.0,281,847089,3,241,11003416,847089
242,1953,149.949309,1.0,374,796914,1,242,1241684152,873202
243,1953,149.949309,6.0,374,796915,6,243,1241684152,873203
244,1953,123.966718,1.0,343,840436,1,244,593279152,975604
245,1953,123.966718,3.0,343,840437,3,245,593279152,975605
246,1953,136.964158,1.0,352,332022,1,246,942408916,980726
247,1953,136.964158,8.0,352,332023,8,247,942408916,980727
248,1953,137.656938,1.0,343,840440,1,248,593279152,556280
249,1953,136.711214,3.0,352,332025,3,249,17202377752,504057
250,1953,137.656938,1.0,343,840442,1,250,593279152,556282
251,1953,162.479775,34.431132,392,772859,189,569595,6973568800,581883
252,1953,149.94214,1.0,351,956156,1,252,2798323360,830204
253,1953,149.94214,3.0,351,956157,3,253,2798323360,830205
254,1953,161.331797,1.0,382,974078,1,254,24648077896,974078
255,1953,173.979007,46.601126,449,818943,272,401151,24648077896,974079
256,1953,89.512033,1.0,245,950016,1,256,1276936,465664
257,1953,124.405018,3.0,361,730369,3,257,720170836,900353
258,1953,139.469534,1.0,361,730370,1,258,1543980040,814338
259,1953,139.469534,6.0,361,730371,6,259,1543980040,814339
260,1953,113.141321,1.0,294,893700,1,260,62710036,804612
261,1953,113.141321,3.0,294,893701,3,261,62710036,804613
262,1953,113.141321,1.0,294,893702,1,262,62710036,804614
263,1953,152.44342,11.0,378,355591,11,263,2512193776,483591
264,1953,126.623144,1.0,322,641800,1,264,593279152,988936
265,1953,151.377368,3.0,438,518921,3,265,2030295616,677641
266,1953,126.623144,1.0,322,641802,1,266,593279152,988938
267,1953,138.643625,8.0,374,805643,8,267,521790496,232203
268,1953,126.623144,1.0,322,641804,1,268,593279152,988940
269,1953,126.623144,3.0,322,641805,3,269,593279152,988941
270,1953,124.993856,1.0,334,354574,1,270,1570824736,654606
271,1953,124.993856,11.0,334,354575,11,271,1570824736,654607
272,1953,101.310292,1.0,276,936208,1,272,27114424,824592
273,1953,126.623144,3.0,322,641809,3,273,593279152,988945
274,1953,149.713262,1.0,374,821522,1,274,2482111348,302354
275,1953,149.713262,6.0,374,821523,6,275,2482111348,302355
276,1953,101.310292,1.0,276,936212,1,276,27114424,824596
277,1953,101.310292,3.0,276,936213,3,277,27114424,824597
278,1953,139.193036,1.0,361,755478,1,278,593279152,988950
279,1953,139.193036,8.0,361,755479,8,279,593279152,988951
280,1953,101.310292,1.0,276,936216,1,280,27114424,824600
281,1953,150.928827,3.0,392,769305,3,281,17202377752,567065
282,1953,101.310292,1.0,276,936218,1,282,27114424,824602
283,1953,176.605223,46.612903,475,910107,264,543515,24648077896,432923
284,1953,139.718382,1.0,348,770844,1,284,593279152,365852
285,1953,139.718382,3.0,348,770845,3,285,593279152,365853
286,1953,139.718382,1.0,348,770846,1,286,593279152,365854
287,1953,150.768049,22.590886,373,381727,282,381727,2649041476,544543
288,1953,111.969278,1.0,286,752928,1,288,27114424,732960
289,1953,126.210958,3.0,348,770849,3,289,593279152,770849
290,1953,126.208909,1.0,338,939298,1,290,521790496,696610
291,1953,126.208909,6.0,338,939299,6,291,521790496,696611
292,1953,126.208909,1.0,338,939300,1,292,521790496,696612
293,1953,126.208909,3.0,338,939301,3,293,521790496,696613
294,1953,126.208909,1.0,338,939302,1,294,521790496,696614
295,1953,149.602663,13.0,400,912167,13,295,24648077896,912167
296,1953,111.969278,1.0,286,752936,1,296,27114424,732968
297,1953,151.080389,3.0,358,609065,3,297,2512193776,544041
298,1953,111.969278,1.0,286,752938,1,298,27114424,732970
299,1953,137.753712,8.0,344,289067,8,299,593279152,289067
300,1953,113.728623,1.0,296,600876,1,300,28697812,621356
301,1953,113.728623,3.0,296,600877,3,301,28697812,621357
302,1953,113.728623,1.0,296,600878,1,302,28697812,621358
303,1953,150.096262,22.214542,385,216367,153,638255,1543980040,857903
304,1953,111.969278,1.0,286,752944,1,304,27114424,732976
305,1953,126.103943,3.0,314,586033,3,305,593279152,586033
306,1953,126.103943,1.0,314,586034,1,306,593279152,586034
307,1953,126.103943,6.0,314,586035,6,307,593279152,586035
308,1953,111.969278,1.0,286,752948,1,308,27114424,732980
309,1953,111.969278,3.0,286,752949,3,309,27114424,732981
310,1953,146.930876,1.0,449,820022,1,310,720170836,427318
311,1953,146.930876,8.0,449,820023,8,311,720170836,427319
312,1953,134.520225,1.0,353,616248,1,312,2482111348,907064
313,1953,149.949309,3.0,357,281401,3,313,2482111348,872761
314,1953,134.520225,1.0,353,616250,1,314,2482111348,907066
315,1953,123.986175,11.0,327,598331,11,315,106358020,598331
316,1953,134.520225,1.0,353,616252,1,316,2482111348,907068
317,1953,134.520225,3.0,353,616253,3,317,2482111348,907069
318,1953,162.463902,1.0,405,789310,1,318,24648077896,810814
319,1953,162.463902,34.039427,405,789311,176,913727,24648077896,810815
320,1953,89.513569,1.0,245,950080,1,320,1276936,465728
321,1953,111.969278,3.0,286,752961,3,321,27114424,732993
322,1953,138.122888,1.0,361,750402,1,322,197540368,395586
323,1953,138.122888,6.0,361,750403,6,323,197540368,395587
324,1953,123.727599,1.0,330,760644,1,324,121012864,680772
325,1953,123.727599,3.0,330,760645,3,325,121012864,680773
326,1953,123.727599,1.0,330,760646,1,326,121012864,680774
327,1953,163.960573,34.759857,423,739143,220,35655,2030295616,508231
328,1953,136.509985,1.0,330,760648,1,328,593279152,741704
329,1953,138.115207,3.0,378,380233,3,329,756522664,798025
330,1953,136.509985,1.0,330,760650,1,330,593279152,741706
331,1953,123.727599,8.0,330,760651,8,331,121012864,680779
332,1953,136.509985,1.0,330,760652,1,332,593279152,741708
333,1953,136.509985,3.0,330,760653,3,333,593279152,741709
334,1953,149.463902,1.0,387,832846,1,334,2154884632,639310
335,1953,149.463902,13.0,387,832847,13,335,2154884632,639311
336,1953,89.513569,1.0,245,950096,1,336,1276936,465744
337,1953,149.987199,3.0,387,832849,3,337,2482111348,861009
338,1953,163.477727,1.0,410,720722,1,338,24648077896,720722
339,1953,163.477727,6.0,410,720723,6,339,24648077896,720723
340,1953,89.513569,1.0,245,950100,1,340,1276936,465748
341,1953,89.513569,3.0,245,950101,3,341,2999296,999765
342,1953,139.011265,1.0,400,877398,1,342,190010932,914262
343,1953,139.011265,8.0,400,877399,8,343,190010932,914263
344,1953,126.318484,1.0,338,945496,1,344,593279152,659288
345,1953,125.78085,3.0,325,889177,3,345,177244576,946521
346,1953,126.318484,1.0,338,945498,1,346,593279152,659290
347,1953,148.801843,22.333845,440,345947,197,298843,2450149072,907611
348,1953,126.318484,1.0,338,945500,1,348,593279152,659292
349,1953,126.318484,3.0,338,945501,3,349,593279152,659293
350,1953,138.172043,1.0,379,716126,1,350,1111741360,823646
351,1953,138.172043,13.0,379,716127,13,351,1111741360,823647
352,1953,111.308244,1.0,278,636256,1,352,27114424,549728
353,1953,150.10087,3.0,384,632161,3,353,2482111348,201569
354,1953,113.613415,1.0,322,673122,1,354,106358020,673122
355,1953,113.613415,6.0,322,673123,6,355,106358020,673123
356,1953,113.613415,1.0,322,673124,1,356,106358020,673124
357,1953,113.613415,3.0,322,673125,3,357,106358020,673125
358,1953,113.613415,1.0,322,673126,1,358,106358020,673126
359,1953,172.460829,45.905786,457,970599,269,362343,24648077896,288615
360,1953,111.308244,1.0,278,636264,1,360,27114424,549736
361,1953,138.674347,3.0,382,947049,3,361,1602104344,974697
362,1953,111.308244,1.0,278,636266,1,362,27114424,549738
363,1953,137.212494,8.0,382,944491,8,363,2030295616,626027
364,1953,137.022529,1.0,351,989548,1,364,2482111348,680300
365,1953,137.022529,3.0,351,989549,3,365,2482111348,680301
366,1953,137.022529,1.0,351,989550,1,366,2482111348,680302
367,1953,149.091142,22.384025,402,608111,259,608111,24648077896,608111
368,1953,111.308244,1.0,278,636272,1,368,27114424,549744
369,1953,111.308244,3.0,278,636273,3,369,27114424,549745
370,1953,125.687148,1.0,350,498034,1,370,106358020,498034
371,1953,125.687148,6.0,350,498035,6,371,106358020,498035
372,1953,111.308244,1.0,278,636276,1,372,27114424,549748
373,1953,111.308244,3.0,278,636277,3,373,27114424,549749
374,1953,138.32002,1.0,351,913782,1,374,17202377752,756086
375,1953,138.32002,8.0,351,913783,8,375,17202377752,756087
376,1953,137.819252,1.0,342,420216,1,376,720170836,759672
377,1953,161.950333,3.0,451,546681,3,377,6973568800,872825
378,1953,137.819252,1.0,342,420218,1,378,720170836,759674
379,1953,150.325653,13.0,436,775035,13,379,23996686912,822139
380,1953,137.819252,1.0,342,420220,1,380,720170836,759676
381,1953,137.819252,3.0,342,420221,3,381,720170836,759677
382,1953,164.096774,1.0,407,526206,1,382,24648077896,540542
383,1953,164.096774,35.087558,407,526207,264,540543,24648077896,540543
384,1953,102.135689,1.0,268,789888,1,384,8153620,587648
385,1953,138.409626,3.0,353,637825,3,385,593279152,834433
386,1953,123.850998,1.0,343,867202,1,386,593279152,867202
387,1953,123.850998,6.0,343,867203,6,387,593279152,867203
388,1953,138.784434,1.0,343,867204,1,388,2798323360,983940
389,1953,138.784434,3.0,343,867205,3,389,2798323360,983941
390,1953,138.784434,1.0,343,867206,1,390,2798323360,983942
391,1953,123.850998,11.0,343,867207,11,391,593279152,867207
392,1953,101.237071,1.0,286,754056,1,392,27114424,977288
393,1953,150.693292,3.0,397,686985,3,393,1654140688,612745
394,1953,101.237071,1.0,286,754058,1,394,27114424,977290
395,1953,151.705581,8.0,376,533387,8,395,2798323360,983947
396,1953,101.237071,1.0,286,754060,1,396,27114424,977292
397,1953,101.237071,3.0,286,754061,3,397,27114424,977293
398,1953,137.943164,1.0,384,649102,1,398,1602104344,731022
399,1953,137.943164,11.0,384,649103,11,399,1602104344,731023
400,1953,112.010753,1.0,286,754064,1,400,50143264,704400
401,1953,125.714798,3.0,317,733073,3,401,2482111348,716689
402,1953,125.714798,1.0,317,733074,1,402,2482111348,716690
403,1953,125.714798,6.0,317,733075,6,403,2482111348,716691
404,1953,112.010753,1.0,286,754068,1,404,50143264,704404
405,1953,112.010753,3.0,286,754069,3,405,50143264,704405
406,1953,125.490015,1.0,332,531862,1,406,1570824736,981910
407,1953,125.490015,8.0,332,531863,8,407,1570824736,981911
408,1953,112.010753,1.0,286,754072,1,408,50143264,704408
409,1953,125.490015,3.0,332,531865,3,409,1570824736,981913
410,1953,112.010753,1.0,286,754074,1,410,50143264,704410
411,1953,149.107527,22.448541,448,410011,202,680347,2482111348,919451
412,1953,147.764977,1.0,444,922524,1,412,2482111348,453532
413,1953,147.764977,3.0,444,922525,3,413,2482111348,453533
414,1953,147.764977,1.0,444,922526,1,414,2482111348,453534
415,1953,164.611367,34.403482,467,767903,264,405407,24648077896,405407
416,1953,102.135689,1.0,268,789920,1,416,8153620,587680
417,1953,138.368664,3.0,374,769441,3,417,1570824736,981921
418,1953,123.552995,1.0,356,821666,1,418,121012864,340386
419,1953,123.552995,6.0,356,821667,6,419,121012864,340387
420,1953,136.432668,1.0,369,962468,1,420,593279152,617380
421,1953,136.432668,3.0,369,962469,3,421,593279152,617381
422,1953,136.432668,1.0,369,962470,1,422,593279152,617382
423,1953,150.582693,22.111623,400,845223,143,493479,2798323360,583079
424,1953,102.135689,1.0,268,789928,1,424,8153620,587688
425,1953,163.546339,3.0,426,980905,3,425,24648077896,360361
426,1953,102.135689,1.0,268,789930,1,426,8153620,587690
427,1953,151.195597,8.0,399,438699,8,427,2649041476,620971
428,1953,138.110087,1.0,356,844204,1,428,2482111348,537516
429,1953,138.110087,3.0,356,844205,3,429,2482111348,537517
430,1953,138.110087,1.0,356,844206,1,430,2482111348,537518
431,1953,137.275474,13.0,356,844207,13,431,179683648,747951
432,1953,122.779826,1.0,307,913840,1,432,121012864,765872
433,1953,112.147977,3.0,289,987569,3,433,121012864,907697
434,1953,112.147977,1.0,289,987570,1,434,121012864,907698
435,1953,112.147977,6.0,289,987571,6,435,121012864,907699
436,1953,122.779826,1.0,307,913844,1,436,121012864,765876
437,1953,122.779826,3.0,307,913845,3,437,121012864,765877
438,1953,136.868408,1.0,358,590262,1,438,543675076,816566
439,1953,136.868408,8.0,358,590263,8,439,543675076,816567
440,1953,122.779826,1.0,307,913848,1,440,121012864,765880
441,1953,123.794675,3.0,369,926649,3,441,180880936,611257
442,1953,122.779826,1.0,307,913850,1,442,121012864,765882
443,1953,138.445469,11.0,369,926651,11,443,849026824,796091
444,1953,149.497184,1.0,366,721852,1,444,2512193776,816060
445,1953,149.497184,3.0,366,721853,3,445,2512193776,816061
446,1953,149.497184,1.0,366,721854,1,446,2512193776,816062
447,1953,174.834613,46.881208,469,511935,267,270271,52483285312,997823
448,1953,112.797235,1.0,281,848320,1,448,27114424,618432
449,1953,136.303635,3.0,358,547777,3,449,720170836,675265
450,1953,150.943676,1.0,413,960962,1,450,24648077896,960962
451,1953,150.943676,6.0,413,960963,6,451,24648077896,960963
452,1953,102.135689,1.0,268,789956,1,452,8153620,587716
453,1953,102.135689,3.0,268,789957,3,453,8153620,587717
